ticker,date_pulling,industry,sector,marketCap,currentPrice,enterpriseValue,totalCashPerShare,Total Assets,Current Liabilities,EBIT,Operating Income,ttm_latest
A,2024-08-18,Diagnostics & Research,Healthcare,40858206208.0,140.04,41913192448.0,5.727,10856000000.0,1958000000.0,1417000000.0,1288000000.0,2024-04-30
AAT,2024-08-18,REIT—Diversified,Real Estate,1956369152.0,25.38,3088659200.0,2.026,2992932000.0,115670000.0,135199000.0,121881000.0,2024-06-30
ABBV,2024-08-18,Drug Manufacturers—General,Healthcare,342493298688.0,193.9,400318038016.0,7.449,141937000000.0,41915000000.0,9571000000.0,13721000000.0,2024-06-30
ABM,2024-08-18,Specialty Business Services,Industrials,3396138496.0,54.11,4731239424.0,0.967,4929500000.0,1179100000.0,405900000.0,400600000.0,2024-04-30
ABT,2024-08-18,Medical Devices,Healthcare,193128906752.0,111.0,200996651008.0,4.149,73017000000.0,13760000000.0,7115000000.0,6482000000.0,2024-06-30
ACI,2024-08-18,Grocery Stores,Consumer Defensive,12080736256.0,20.86,25684467712.0,0.541,26077000000.0,7066000000.0,1898800000.0,1927900000.0,2024-05-31
ACM,2024-08-18,Engineering & Construction,Industrials,12932103168.0,96.46,14626691072.0,12.383,12046598000.0,6289644000.0,738774000.0,884941000.0,2024-06-30
ACN,2024-08-18,Information Technology Services,Technology,204777472000.0,326.92,204712296448.0,8.848,54141319000.0,18207753000.0,9379426000.0,9155099000.0,2024-05-31
ADC,2024-08-18,REIT—Retail,Real Estate,7207380992.0,71.38,10017611776.0,0.164,8000838000.0,131921000.0,285297000.0,284358000.0,2024-06-30
ADM,2024-08-18,Farm Products,Consumer Defensive,28253411328.0,59.09,39678410752.0,1.598,52698000000.0,18684000000.0,3919000000.0,3013000000.0,2024-06-30
ADT,2024-08-18,Security & Protection Services,Industrials,6820473344.0,7.48,14542333952.0,0.042,15985822000.0,1315346000.0,933148000.0,1081497000.0,2024-06-30
AEE,2024-08-18,Utilities—Regulated Electric,Utilities,21905674240.0,82.1,39785652224.0,0.071,42334000000.0,3293000000.0,1990000000.0,1930000000.0,2024-06-30
AEM,2024-08-18,Gold,Basic Materials,39990882304.0,80.0,41048379392.0,1.861,29291206000.0,1791224000.0,1249153000.0,2156479000.0,2024-06-30
AEO,2024-08-18,Apparel Retail,Consumer Cyclical,4246816768.0,21.62,5252439040.0,1.53,3557217000.0,773329000.0,400293000.0,398143000.0,2024-04-30
AEP,2024-08-18,Utilities—Regulated Electric,Utilities,51583713280.0,96.94,95536013312.0,0.805,99622600000.0,10162700000.0,4288500000.0,4042000000.0,2024-06-30
AER,2024-08-18,Rental & Leasing Services,Industrials,18233706496.0,93.43,62003597312.0,8.305,71106661000.0,1605712000.0,2225704000.0,2225704000.0,2024-06-30
AES,2024-08-18,Utilities—Diversified,Utilities,12270548992.0,17.26,44382552064.0,2.58,47738000000.0,9823000000.0,1460000000.0,2300000000.0,2024-06-30
AGCO,2024-08-18,Farm & Heavy Construction Machinery,Industrials,6597633024.0,88.39,10493732864.0,8.806,13614800000.0,4363500000.0,562800000.0,1385500000.0,2024-06-30
AGI,2024-08-18,Gold,Basic Materials,8050191872.0,19.18,7672684544.0,0.899,4164200000.0,218100000.0,344300000.0,374700000.0,2024-06-30
AGRO,2024-08-18,Farm Products,Consumer Defensive,1168055424.0,11.4,2243403776.0,1.369,3148372000.0,422522000.0,348687000.0,202916000.0,2024-06-30
AHH,2024-08-18,REIT—Diversified,Real Estate,1033261568.0,11.54,2671092992.0,0.779,2569986000.0,190309000.0,79539000.0,77986000.0,2024-06-30
AHT,2024-08-18,REIT—Hotel & Motel,Real Estate,49479976.0,0.91,3253718784.0,2.751,3346428000.0,193895000.0,392798000.0,91394000.0,2024-06-30
AHT-PD,2024-08-18,REIT—Hotel & Motel,Real Estate,251541632.0,17.03,4062887680.0,2.751,3346428000.0,193895000.0,392798000.0,91394000.0,2024-06-30
AIN,2024-08-18,Textile Manufacturing,Consumer Cyclical,2778438656.0,88.92,3040728064.0,3.732,1751821000.0,224636000.0,175140000.0,167514000.0,2024-06-30
AIR,2024-08-18,Aerospace & Defense,Industrials,2263210496.0,63.13,3207389440.0,2.446,2770000000.0,466900000.0,101500000.0,129400000.0,2024-05-31
AIT,2024-08-18,Industrial Distribution,Industrials,7780740096.0,201.56,7910482944.0,11.943,2854943000.0,468406000.0,490586000.0,481799000.0,2024-03-31
AJG,2024-08-18,Insurance Brokers,Financial Services,62461026304.0,285.08,69686427648.0,6.46,63007700000.0,41609600000.0,1757700000.0,2091900000.0,2024-06-30
AKR,2024-08-18,REIT—Retail,Real Estate,2396441344.0,21.38,4440020992.0,0.686,4251038000.0,222316000.0,65288000.0,53234000.0,2024-06-30
AL,2024-08-18,Rental & Leasing Services,Industrials,4981893120.0,44.73,24206934016.0,4.077,31018377000.0,1045990000.0,748221000.0,681199000.0,2024-06-30
ALE,2024-08-18,Utilities—Diversified,Utilities,3666242816.0,63.48,6004192768.0,0.649,6661300000.0,297600000.0,270400000.0,155800000.0,2024-06-30
ALEX,2024-08-18,REIT—Retail,Real Estate,1366742272.0,18.82,1799976832.0,0.504,1641909000.0,162317000.0,78459000.0,76356000.0,2024-06-30
ALG,2024-08-18,Farm & Heavy Construction Machinery,Industrials,2142700160.0,177.67,2335726336.0,9.829,1505970000.0,207556000.0,188737000.0,184839000.0,2024-06-30
ALV,2024-08-18,Auto Parts,Consumer Cyclical,8003175424.0,99.94,9771170816.0,5.095,8010000000.0,3785000000.0,880000000.0,869000000.0,2024-06-30
ALX,2024-08-18,REIT—Retail,Real Estate,1133307648.0,221.9,1926388608.0,82.969,1480750000.0,51401000.0,116830000.0,89211000.0,2024-06-30
AMD,2024-08-18,Semiconductors,Technology,240441376768.0,148.56,237346668544.0,3.299,67886000000.0,6195000000.0,1087000000.0,871000000.0,2024-06-30
AME,2024-08-18,Specialty Industrial Machinery,Industrials,37668593664.0,162.69,40154648576.0,1.713,14795866000.0,2203047000.0,1737115000.0,1747857000.0,2024-06-30
AMG,2024-08-18,Asset Management,Financial Services,5135461376.0,172.25,8143055872.0,34.641,8845000000.0,637300000.0,1196100000.0,709000000.0,2024-06-30
AMH,2024-08-18,REIT—Residential,Real Estate,15987935232.0,38.26,19000311808.0,1.96,13303940000.0,446658000.0,562385000.0,392123000.0,2024-06-30
AMRC,2024-08-18,Engineering & Construction,Industrials,1459409664.0,27.85,3568364032.0,2.868,3965102000.0,1232387000.0,82769000.0,86831000.0,2024-06-30
AMT,2024-08-18,REIT—Specialty,Real Estate,102687973376.0,219.85,154152796160.0,5.335,65837800000.0,6888700000.0,4179500000.0,4648100000.0,2024-06-30
AMX,2024-08-18,Telecom Services,Communication Services,52975869952.0,17.23,1735008190464.0,1.381,1662997000000.0,491366000000.0,127982673000.0,167468227000.0,2024-06-30
AN,2024-08-18,Auto & Truck Dealerships,Consumer Cyclical,6947430912.0,175.09,15694528512.0,2.165,12828600000.0,6217100000.0,1406400000.0,1384700000.0,2024-06-30
ANF,2024-08-18,Apparel Retail,Consumer Cyclical,8436463104.0,165.08,8643372032.0,16.91,2970085000.0,919699000.0,617280000.0,576076000.0,2024-04-30
AON,2024-08-18,Insurance Brokers,Financial Services,72135204864.0,332.05,89912262656.0,4.787,51453000000.0,23498000000.0,3903000000.0,3918000000.0,2024-06-30
AOS,2024-08-18,Specialty Industrial Machinery,Industrials,11616553984.0,79.65,11548381184.0,1.6,3197600000.0,872400000.0,758900000.0,766100000.0,2024-06-30
APA,2024-08-18,Oil & Gas E&P,Energy,10819721216.0,29.25,18577717248.0,0.433,20195000000.0,2889000000.0,3088000000.0,3347000000.0,2024-06-30
APAM,2024-08-18,Asset Management,Financial Services,2828299520.0,40.46,3210824960.0,3.332,1505282000.0,393211000.0,408281000.0,322871000.0,2024-06-30
APD,2024-08-18,Specialty Chemicals,Basic Materials,61367558144.0,276.04,75239694336.0,11.012,36974300000.0,4474500000.0,3376200000.0,2837300000.0,2024-06-30
APH,2024-08-18,Electronic Components,Technology,79242289152.0,65.8,83449806848.0,1.081,18586800000.0,3455800000.0,2788400000.0,2826700000.0,2024-06-30
APO,2024-08-18,Asset Management,Financial Services,63218274304.0,111.0,77770301440.0,50.885,346504000000.0,242657000000.0,6778000000.0,7316000000.0,2024-06-30
ARC,2024-08-18,Specialty Business Services,Industrials,128019112.0,2.96,178197264.0,1.154,312581000.0,71330000.0,13316000.0,17204000.0,2024-06-30
ARE,2024-08-18,REIT—Office,Real Estate,20062263296.0,114.69,36712775680.0,3.207,37847865000.0,2057916000.0,468802000.0,823422000.0,2024-06-30
ARW,2024-08-18,Electronics & Computer Distribution,Technology,6844625920.0,129.28,10537940992.0,4.023,20107766000.0,11318673000.0,1057558000.0,1209336000.0,2024-06-30
ASC,2024-08-18,Marine Shipping,Industrials,826373568.0,19.75,869551488.0,1.133,742030000.0,40680000.0,161255000.0,148595000.0,2024-06-30
ASGN,2024-08-18,Information Technology Services,Technology,4067840256.0,90.8,5040739840.0,2.951,3450800000.0,390100000.0,333300000.0,333300000.0,2024-06-30
ASR,2024-08-18,Airports & Air Services,Industrials,8346212352.0,282.46,89087098880.0,49.99,72993187000.0,4898742000.0,16744048000.0,15809097000.0,2024-03-31
ATI,2024-08-18,Metal Fabrication,Industrials,7969430016.0,64.03,9955233792.0,3.419,4921400000.0,1245600000.0,451700000.0,488400000.0,2024-06-30
ATO,2024-08-18,Utilities—Regulated Gas,Utilities,20057655296.0,129.21,26985539584.0,6.108,24891251000.0,984926000.0,1393911000.0,1324432000.0,2024-06-30
ATR,2024-08-18,Medical Instruments & Supplies,Healthcare,9740506112.0,146.72,10675870720.0,3.372,4453257000.0,1168109000.0,453980000.0,478948000.0,2024-06-30
AVA,2024-08-18,Utilities—Diversified,Utilities,3008846336.0,38.23,6006100480.0,0.186,7683770000.0,624766000.0,316941000.0,292653000.0,2024-06-30
AVB,2024-08-18,REIT—Residential,Real Estate,30606520320.0,215.21,38545719296.0,3.843,21037030000.0,704704000.0,1057576000.0,911681000.0,2024-06-30
AVD,2024-08-18,Agricultural Inputs,Basic Materials,164364624.0,5.7,381016768.0,0.622,807455000.0,214928000.0,13511000.0,20478000.0,2024-06-30
AVT,2024-08-18,Electronics & Computer Distribution,Technology,4777459712.0,54.22,7593735680.0,3.529,12209147000.0,4465269000.0,915130000.0,896918000.0,2024-06-30
AVY,2024-08-18,Packaging & Containers,Consumer Cyclical,17148153856.0,212.97,20121942016.0,3.043,8298200000.0,3300200000.0,977500000.0,1077900000.0,2024-06-30
AWI,2024-08-18,Building Products & Equipment,Industrials,5349329408.0,122.41,5985324544.0,1.719,1820200000.0,200000000.0,359200000.0,256900000.0,2024-06-30
AWK,2024-08-18,Utilities—Regulated Water,Utilities,27471785984.0,140.98,40562790400.0,0.636,31215000000.0,1825000000.0,1718000000.0,1552000000.0,2024-06-30
AWR,2024-08-18,Utilities—Regulated Water,Utilities,3083476736.0,82.32,4023602688.0,0.096,2348320000.0,299118000.0,190935000.0,177252000.0,2024-06-30
AXL,2024-08-18,Auto Parts,Consumer Cyclical,746639360.0,6.35,3067939584.0,4.422,5336700000.0,1255100000.0,237000000.0,236200000.0,2024-06-30
AXR,2024-08-18,Real Estate—Development,Real Estate,120236608.0,22.74,89953744.0,5.648,122830000.0,4745000.0,7602000.0,7602000.0,2024-04-30
AZN,2024-08-18,Drug Manufacturers—General,Healthcare,261769756672.0,84.41,157490495488.0,4.565,104340000000.0,28566000000.0,9402000000.0,9819000000.0,2024-06-30
AZO,2024-08-18,Specialty Retail,Consumer Cyclical,54884818944.0,3212.87,67156307968.0,19.669,17108432000.0,9192587000.0,3726577000.0,3714523000.0,2024-05-31
AZZ,2024-08-18,Specialty Business Services,Industrials,2355487744.0,79.0,3298097408.0,0.354,2235779000.0,223865000.0,244067000.0,225853000.0,2024-05-31
BCC,2024-08-18,Building Materials,Basic Materials,4931295744.0,127.0,4557569536.0,23.751,3671964000.0,691506000.0,631989000.0,586617000.0,2024-06-30
BCE,2024-08-18,Telecom Services,Communication Services,31300431872.0,34.31,72283430912.0,2.629,74247000000.0,13122000000.0,4688000000.0,5479000000.0,2024-06-30
BCO,2024-08-18,Security & Protection Services,Industrials,4473847808.0,101.36,7401848320.0,27.301,6561600000.0,1793400000.0,508400000.0,517900000.0,2024-06-30
BDC,2024-08-18,Communication Equipment,Technology,4143798528.0,101.55,4881239040.0,13.84,3522596000.0,829655000.0,262506000.0,249491000.0,2024-06-30
BDX,2024-08-18,Medical Instruments & Supplies,Healthcare,68309291008.0,236.33,82322391040.0,18.371,55582000000.0,6605000000.0,2159000000.0,2547000000.0,2024-06-30
BEN,2024-08-18,Asset Management,Financial Services,11903434752.0,22.76,14566744064.0,6.46,33254900000.0,1631400000.0,1389500000.0,1263300000.0,2024-06-30
BEP,2024-08-18,Utilities—Renewable,Utilities,16039322624.0,24.45,59730001920.0,3.214,73799000000.0,8056000000.0,1868000000.0,931000000.0,2024-06-30
BERY,2024-08-18,Packaging & Containers,Consumer Cyclical,7435247616.0,64.88,16361247744.0,4.442,15988000000.0,2268000000.0,943000000.0,1130000000.0,2024-06-30
BFAM,2024-08-18,Personal Services,Consumer Cyclical,7882266624.0,135.8,9573629952.0,2.416,3837399000.0,712486000.0,204060000.0,204060000.0,2024-06-30
BFS,2024-08-18,REIT—Retail,Real Estate,1342969600.0,38.92,2724903680.0,0.482,2071597000.0,330659000.0,119598000.0,121515000.0,2024-06-30
BG,2024-08-18,Farm Products,Consumer Defensive,13670738944.0,96.51,19243782144.0,9.368,24428000000.0,7606000000.0,2360000000.0,2009000000.0,2024-06-30
BGC,2024-08-18,Capital Markets,Financial Services,4616123392.0,9.35,5550655488.0,1.603,4259195000.0,1574495000.0,265279000.0,219555000.0,2024-06-30
BGS,2024-08-18,Packaged Foods,Consumer Defensive,657060416.0,8.3,2726786304.0,0.509,3351549000.0,489972000.0,1297000.0,226213000.0,2024-06-30
BHE,2024-08-18,Electronic Components,Technology,1529080576.0,42.35,1642754944.0,8.566,2154739000.0,643060000.0,118896000.0,123726000.0,2024-06-30
BKD,2024-08-18,Medical Care Facilities,Healthcare,1366602880.0,6.93,5741390848.0,1.571,5450886000.0,622085000.0,35593000.0,49593000.0,2024-06-30
BKE,2024-08-18,Apparel Retail,Consumer Cyclical,2178905344.0,42.91,2172612096.0,5.827,906070000.0,205280000.0,259725000.0,259725000.0,2024-04-30
BKH,2024-08-18,Utilities—Regulated Gas,Utilities,4031462912.0,57.8,8339860992.0,8.958,10185900000.0,1106800000.0,512860000.0,498201000.0,2024-06-30
BLK,2024-08-18,Asset Management,Financial Services,129240195072.0,872.49,133187616768.0,67.799,125271000000.0,1351000000.0,8044000000.0,6769000000.0,2024-06-30
BMI,2024-08-18,Scientific & Technical Instruments,Technology,5881751552.0,199.98,5710452224.0,7.691,781260000.0,138119000.0,141502000.0,141502000.0,2024-06-30
BP,2024-08-18,Oil & Gas Integrated,Energy,93471973376.0,34.11,611149807616.0,2.146,273384000000.0,81378000000.0,18649000000.0,22528000000.0,2024-06-30
BR,2024-08-18,Information Technology Services,Technology,24358336512.0,208.71,27630000128.0,2.615,8242400000.0,1421900000.0,1027700000.0,1017300000.0,2024-06-30
BRC,2024-08-18,Security & Protection Services,Industrials,3441372416.0,72.48,3372473088.0,3.379,1424096000.0,253149000.0,246388000.0,239244000.0,2024-04-30
BRFS,2024-08-18,Packaged Foods,Consumer Defensive,7414803456.0,4.48,22822412288.0,7.197,61790182000.0,20061375000.0,6148593000.0,4397387000.0,2024-06-30
BRO,2024-08-18,Insurance Brokers,Financial Services,29059538944.0,101.87,32295536640.0,3.912,15944000000.0,5391000000.0,1508700000.0,1254300000.0,2024-06-30
BRT,2024-08-18,REIT—Residential,Real Estate,334619168.0,17.83,793410240.0,0.96,694713000.0,21636000.0,13522000.0,10843000.0,2024-06-30
BSX,2024-08-18,Medical Devices,Healthcare,115233300480.0,78.25,123493998592.0,1.978,37108000000.0,5576000000.0,2420000000.0,2718000000.0,2024-06-30
BTU,2024-08-18,Thermal Coal,Energy,2825196032.0,22.44,2686195968.0,4.938,5878300000.0,743200000.0,813900000.0,571100000.0,2024-06-30
BUD,2024-08-18,Beverages—Brewers,Consumer Defensive,119866843136.0,60.65,200878833664.0,3.876,210720000000.0,30566000000.0,13917000000.0,15066000000.0,2024-06-30
BVN,2024-08-18,Other Precious Metals & Mining,Basic Materials,3887348224.0,14.49,4368898560.0,0.675,4592526000.0,368508000.0,225954000.0,43260000.0,2024-06-30
BWA,2024-08-18,Auto Parts,Consumer Cyclical,7434379776.0,32.64,10212379648.0,5.655,14108000000.0,3712000000.0,1238000000.0,1261000000.0,2024-06-30
BXC,2024-08-18,Industrial Distribution,Industrials,809930112.0,95.0,950108416.0,57.637,1586076000.0,237462000.0,93106000.0,118356000.0,2024-06-30
BXP,2024-08-18,REIT—Office,Real Estate,12393128960.0,69.99,28976789504.0,4.34,25474448000.0,1156763000.0,877590000.0,1034268000.0,2024-06-30
BYD,2024-08-18,Resorts & Casinos,Consumer Cyclical,5335995392.0,58.15,8794303488.0,3.06,6261420000.0,589095000.0,822252000.0,946226000.0,2024-06-30
BZ,2024-08-18,Internet Content & Information,Communication Services,6017156608.0,14.6,1214142592.0,13.513,18717077000.0,4461347000.0,761863000.0,761863000.0,2024-03-31
BZH,2024-08-18,Residential Construction,Consumer Cyclical,893293824.0,28.74,1874852480.0,2.452,2594546000.0,253829000.0,146839000.0,146839000.0,2024-06-30
CACI,2024-08-18,Information Technology Services,Technology,10377409536.0,465.29,12162498560.0,6.006,6796101000.0,1078260000.0,649708000.0,649708000.0,2024-06-30
CAG,2024-08-18,Packaged Foods,Consumer Defensive,14572700672.0,30.42,23193210880.0,0.162,20862300000.0,3241800000.0,1046400000.0,863100000.0,2024-05-31
CAH,2024-08-18,Medical Distribution,Healthcare,26786371584.0,109.85,27354411008.0,21.063,45121000000.0,35640000000.0,1252000000.0,2130000000.0,2024-06-30
CAT,2024-08-18,Farm & Heavy Construction Machinery,Industrials,166552764416.0,343.48,200388804608.0,7.179,83336000000.0,33564000000.0,14331000000.0,13584000000.0,2024-06-30
CBL,2024-08-18,REIT—Retail,Real Estate,813416768.0,25.85,2599276032.0,1.833,2321701000.0,169374000.0,190271000.0,123353000.0,2024-06-30
CBT,2024-08-18,Specialty Chemicals,Basic Materials,5441810432.0,99.26,6551812608.0,3.593,3580000000.0,717000000.0,604000000.0,606000000.0,2024-06-30
CBZ,2024-08-18,Specialty Business Services,Industrials,3468173056.0,69.14,4065184768.0,0.056,2160805000.0,467763000.0,181685000.0,159215000.0,2024-06-30
CCI,2024-08-18,REIT—Specialty,Real Estate,47732838400.0,109.84,76958875648.0,0.357,38246000000.0,2494000000.0,2081000000.0,2258000000.0,2024-06-30
CCJ,2024-08-18,Uranium,Energy,17520386048.0,40.26,18731339776.0,0.831,9382740000.0,481156000.0,498567000.0,383945000.0,2024-06-30
CCK,2024-08-18,Packaging & Containers,Consumer Cyclical,10612789248.0,87.97,17170660352.0,11.863,14858000000.0,4688000000.0,1243000000.0,1348000000.0,2024-06-30
CCL,2024-08-18,Travel Services,Consumer Cyclical,20254611456.0,15.46,48615645184.0,1.311,49603000000.0,13385000000.0,2813000000.0,2843000000.0,2024-05-31
CCO,2024-08-18,Advertising Agencies,Communication Services,704083712.0,1.44,7719716864.0,0.387,4544363000.0,832970000.0,258964000.0,301039000.0,2024-06-30
CCU,2024-08-18,Beverages—Brewers,Consumer Defensive,2126686336.0,11.33,895775277056.0,1722.892,3590401000000.0,659812000000.0,167574733000.0,224375992000.0,2024-06-30
CDE,2024-08-18,Gold,Basic Materials,2427421696.0,6.08,2989355264.0,0.186,2143049000.0,260298000.0,1751000.0,47733000.0,2024-06-30
CE,2024-08-18,Chemicals,Basic Materials,14101611520.0,129.06,26762635264.0,10.845,25812000000.0,4626000000.0,1885000000.0,1157000000.0,2024-06-30
CF,2024-08-18,Agricultural Inputs,Basic Materials,14607960064.0,80.97,18649982976.0,10.082,13775000000.0,596000000.0,1760000000.0,1644000000.0,2024-06-30
CHD,2024-08-18,Household & Personal Products,Consumer Defensive,24483948544.0,100.01,26412044288.0,2.008,8762100000.0,1149700000.0,1136200000.0,1113800000.0,2024-06-30
CHE,2024-08-18,Medical Care Facilities,Healthcare,8641434624.0,576.28,8564928000.0,14.865,1734984000.0,261753000.0,388811000.0,363600000.0,2024-06-30
CHH,2024-08-18,Lodging,Consumer Cyclical,5840408576.0,123.7,7639912448.0,3.211,2518907000.0,452090000.0,391155000.0,441812000.0,2024-06-30
CHK,2024-08-18,Oil & Gas E&P,Energy,9573885952.0,72.93,10623896576.0,7.762,13608000000.0,931000000.0,636000000.0,506000000.0,2024-06-30
CHT,2024-08-18,Telecom Services,Communication Services,29622708224.0,38.12,283518599168.0,8.754,536436240000.0,96218623000.0,46755199000.0,48111628000.0,2024-06-30
CIG,2024-08-18,Utilities—Diversified,Utilities,6412119552.0,2.08,15110831104.0,1.02,57442000000.0,12847000000.0,7702746000.0,6325048000.0,2024-03-31
CL,2024-08-18,Household & Personal Products,Consumer Defensive,83334701056.0,101.99,91034714112.0,1.634,16480000000.0,5350000000.0,3935000000.0,4341000000.0,2024-06-30
CLB,2024-08-18,Oil & Gas Equipment & Services,Energy,914334336.0,19.49,1103340800.0,0.377,597799000.0,97598000.0,53832000.0,53533000.0,2024-06-30
CLDT,2024-08-18,REIT—Hotel & Motel,Real Estate,409028160.0,8.1,887629504.0,0.217,1302478000.0,153936000.0,27709000.0,30603000.0,2024-06-30
CLF,2024-08-18,Steel,Basic Materials,5887943168.0,12.58,9573948416.0,0.235,16928000000.0,3318000000.0,394000000.0,538000000.0,2024-06-30
CLH,2024-08-18,Waste Management,Industrials,12772615168.0,236.65,15434300416.0,9.14,7136948000.0,1061640000.0,659125000.0,642629000.0,2024-06-30
CLS,2024-08-18,Electronic Components,Technology,6496962560.0,54.78,7014756864.0,3.659,5882400000.0,3011100000.0,510100000.0,525900000.0,2024-06-30
CLW,2024-08-18,Paper & Paper Products,Basic Materials,548523328.0,32.98,1669424768.0,2.381,2478400000.0,423300000.0,99700000.0,125800000.0,2024-06-30
CLX,2024-08-18,Household & Personal Products,Consumer Defensive,18009534464.0,145.4,20908468224.0,1.631,5751000000.0,1574000000.0,488000000.0,894000000.0,2024-06-30
CMC,2024-08-18,Steel,Basic Materials,6253264896.0,54.38,6755671040.0,6.073,6710231000.0,764954000.0,783839000.0,788726000.0,2024-05-31
CMG,2024-08-18,Restaurants,Consumer Cyclical,71856611328.0,52.47,74645348352.0,1.088,8919835000.0,1043156000.0,1850153000.0,1850153000.0,2024-06-30
CMI,2024-08-18,Specialty Industrial Machinery,Industrials,41340526592.0,301.65,48269422592.0,15.929,31320000000.0,11144000000.0,3233000000.0,1409000000.0,2024-06-30
CMRE,2024-08-18,Marine Shipping,Industrials,1654562560.0,13.85,3287908608.0,7.906,5355629000.0,797157000.0,518682000.0,430798000.0,2024-06-30
CMS,2024-08-18,Utilities—Regulated Electric,Utilities,19850541056.0,66.45,35666325504.0,2.342,34355000000.0,2528000000.0,1731000000.0,1457000000.0,2024-06-30
CNC,2024-08-18,Healthcare Plans,Healthcare,41088204800.0,78.11,38608203776.0,38.427,83137000000.0,32729000000.0,4499000000.0,3380000000.0,2024-06-30
CNH,2024-08-18,Farm & Heavy Construction Machinery,Industrials,12337195008.0,9.84,37968146432.0,1.366,43959000000.0,4693000000.0,3657000000.0,4605000000.0,2024-06-30
CNI,2024-08-18,Railroads,Industrials,71083139072.0,112.92,91631140864.0,0.532,53988000000.0,4930000000.0,7072000000.0,6984000000.0,2024-06-30
CNK,2024-08-18,Entertainment,Communication Services,3245623808.0,26.52,5814378496.0,6.64,4786200000.0,780500000.0,309500000.0,270100000.0,2024-06-30
CNP,2024-08-18,Utilities—Regulated Electric,Utilities,16807885824.0,25.79,35119329280.0,0.9,40976000000.0,3410000000.0,1961000000.0,1922000000.0,2024-06-30
CNQ,2024-08-18,Oil & Gas E&P,Energy,77701414912.0,36.52,88298840064.0,0.431,75944000000.0,8444000000.0,10424000000.0,10655000000.0,2024-06-30
CNS,2024-08-18,Asset Management,Financial Services,4280675584.0,84.68,4276679680.0,5.275,784052000.0,10292000.0,174354000.0,174354000.0,2024-06-30
CNX,2024-08-18,Oil & Gas E&P,Energy,4045322496.0,26.75,6452888576.0,0.026,8602954000.0,893353000.0,798120000.0,160765000.0,2024-06-30
CODI,2024-08-18,Conglomerates,Industrials,1601559296.0,21.17,4024084992.0,0.904,3858194000.0,334288000.0,65110000.0,193598000.0,2024-06-30
COO,2024-08-18,Medical Instruments & Supplies,Healthcare,18745157632.0,94.14,21623844864.0,0.564,12047400000.0,952500000.0,587100000.0,602100000.0,2024-04-30
COP,2024-08-18,Oil & Gas E&P,Energy,129107779584.0,111.18,141442744320.0,5.181,95994000000.0,10324000000.0,16954000000.0,14813000000.0,2024-06-30
COR,2024-08-18,Medical Distribution,Healthcare,46671466496.0,238.11,49878843392.0,16.779,66772423000.0,52973867000.0,2593689000.0,3015317000.0,2024-06-30
COTY,2024-08-18,Household & Personal Products,Consumer Defensive,8357289472.0,9.63,12720989184.0,0.3,12322200000.0,2476200000.0,651300000.0,674900000.0,2024-03-31
CP,2024-08-18,Railroads,Industrials,73754198016.0,79.04,96772210688.0,0.597,82792000000.0,6279000000.0,5378000000.0,5205000000.0,2024-06-30
CPA,2024-08-18,Airlines,Industrials,3738767872.0,89.89,4603386368.0,22.88,5391232000.0,1353688000.0,915905000.0,794841000.0,2024-06-30
CPAC,2024-08-18,Building Materials,Basic Materials,482361792.0,5.69,3887788032.0,0.204,3218008000.0,670810000.0,350092000.0,384214000.0,2024-06-30
CPK,2024-08-18,Utilities—Regulated Gas,Utilities,2572084992.0,114.57,3977897472.0,0.286,3380753000.0,410193000.0,189553000.0,200568000.0,2024-06-30
CPT,2024-08-18,REIT—Residential,Real Estate,12757811200.0,119.64,16292768768.0,0.881,9079574000.0,416455000.0,539914000.0,316780000.0,2024-06-30
CR,2024-08-18,Specialty Industrial Machinery,Industrials,8543756288.0,149.34,8706548736.0,4.008,2506700000.0,520600000.0,337500000.0,329200000.0,2024-06-30
CRI,2024-08-18,Apparel Retail,Consumer Cyclical,2305278976.0,63.8,3051898112.0,8.763,2355517000.0,527643000.0,339654000.0,323977000.0,2024-06-30
CRL,2024-08-18,Diagnostics & Research,Healthcare,10422688768.0,201.87,13135026176.0,3.471,7948283000.0,947519000.0,675299000.0,562053000.0,2024-06-30
CRM,2024-08-18,Software—Application,Technology,254759796736.0,262.91,250481786880.0,18.235,96180000000.0,23149000000.0,6593000000.0,6593000000.0,2024-04-30
CRS,2024-08-18,Metal Fabrication,Industrials,7294332416.0,146.04,7836632576.0,3.986,3291700000.0,466300000.0,273500000.0,354000000.0,2024-06-30
CRT,2024-08-18,Oil & Gas E&P,Energy,62700000.0,10.45,60808840.0,0.185,3731769.0,181044.0,7642352.0,7642352.0,2024-06-30
CSL,2024-08-18,Building Products & Equipment,Industrials,18657622016.0,403.47,19160590336.0,37.65,6728300000.0,1089700000.0,1190800000.0,1156200000.0,2024-06-30
CSTM,2024-08-18,Aluminum,Basic Materials,2346106880.0,16.04,4049110528.0,1.456,4939000000.0,1552000000.0,355000000.0,389000000.0,2024-06-30
CSV,2024-08-18,Personal Services,Consumer Cyclical,478006304.0,31.43,1056598912.0,0.099,1269266000.0,50759000.0,78929000.0,79706000.0,2024-06-30
CSX,2024-08-18,Railroads,Industrials,64792686592.0,33.42,82687860736.0,0.641,42362000000.0,2739000000.0,5553000000.0,5423000000.0,2024-06-30
CTS,2024-08-18,Electronic Components,Technology,1442949504.0,47.52,1373097344.0,5.349,725622000.0,92447000.0,71244000.0,73894000.0,2024-06-30
